082	0	0	0;0;0;0;0;0;0;3;0;0	0	0	2.57224194660756	rnoCirc_010530	
chr12	73932274	73936296	+	mmuCirc_002099	Hif1a	CTO:ANNOTATED:CDS	2	310	NM_010431	0	0	0	0.0192294131873431	0.0364535526967181	0.131004445472102	0.0585734449204318	0.0989465849724082	0.159110350386847	0.143361550231522	0;0;0;1;2;4;2;3;4;5	0	0	2.2373152219963		
chr12	75464874	75493515	-	mmuCirc_002100	Ppp2r5e	CTO:ANNOTATED:CDS	8	720	NM_012024	0	0	0	0	0	0	0	0	0.119332762790135	0	0;0;0;0;0;0;0;0;3;0	0	0	2.80046262890159		
chr12	75485132	75493515	-	mmuCirc_002101	Ppp2r5e	CTO:ANNOTATED:CDS	2	195	NM_012024	0	0.0512001293247	0	0.0384588263746862	0	0.294760002312228	0.0292867224602159	0.197893169944816	0.397775875967117	0.086016930138913	0;3;0;2;0;9;1;6;10;3	0	0	2.42690155112895	rnoCirc_010576	
chr12	75771805	75784229	-	mmuCirc_002102		NTO	1	12425		0.0359829012851383	0	0	0	0	0.196506668208152	0.0585734449204318	0.230875364935619	0.119332762790135	0.114689240185217	2;0;0;0;0;6;2;7;3;4	0	0	2.62526386911906		
chr12	76008131	76008941	+	mmuCirc_002103	Syne2	CTO:ANNOTATED:CDS	2	231	NM_001005510	0	0	0.0185119210755352	0	0	0.196506668208152	0.0585734449204318	0.0659643899816055	0.0397775875967117	0.0573446200926087	0;0;1;0;0;6;2;2;1;2	0	0	2.01994421173447		hsaCirc_004966
chr12	76022255	76023144	+	mmuCirc_002104	Syne2	CTO:ANNOTATED:CDS	2	251	NM_001005510	0	0	0	0.0192294131873431	0	0	0	0.131928779963211	0.0397775875967117	0.0286723100463043	0;0;0;1;0;0;0;4;1;1	0	0	1.60536448360167		
chr12	76031276	76039085	+	mmuCirc_002105	Syne2	CTO:ANNOTATED:CDS	5	821	NM_001005510	0.0359829012851383	0	0.092559605377676	0.0769176527493725	0.018226776348359	0.131004445472102	0.205007057221511	0.164910974954014	0.954662102321082	0.344067720555652	2;0;5;4;1;4;7;5;24;12	0	0	2.44423901010811		
chr12	76072128	76087913	+	mmuCirc_002106	Syne2	CTO:ANNOTATED:CDS	4	645	NM_001005510	0	0	0	0	0	0	0	0.131928779963211	0.0397775875967117	0.0286723100463043	0;0;0;0;0;0;0;4;1;1	0	0	1.9293430686156		
chr12	76104965	76106117	+	mmuCirc_002107	Syne2	CTO:ANNOTATED:CDS	2	330	NM_001005510	0	0	0	0	0	0	0.117146889840864	0	0	0	0;0;0;0;0;0;4;0;0;0	0	0	2.77765000061683		
chr12	76300388	76301398	+	mmuCirc_002108	Mthfd1	CTO:ANNOTATED:CDS	2	218	NM_138745	0	0	0.0185119210755352	0	0	0.0982533341040761	0	0.0329821949908028	0.0397775875967117	0.0573446200926087	0;0;1;0;0;3;0;1;1;2	0	0	1.63872927501839		
chr12	76349318	76356068	-	mmuCirc_002109	Zbtb25	CTO:ALT_DONOR:CDS:5UTR	2	1136	NM_001172104:NM_028356	0	0.0170667097749	0.0185119210755352	0.0576882395620293	0	0.0982533341040761	0.0585734449204318	0.164910974954014	0.159110350386847	0.0286723100463043	0;1;1;3;0;3;2;5;4;1	0	0	1.67987248039231		
chr12	76349772	76356068	-	mmuCirc_002110	Zbtb25	CTO:ALT_DONOR:CDS:5UTR	2	682	NM_001172104:NM_028356	0	0	0	0	0	0	0	0	0.119332762790135	0	0;0;0;0;0;0;0;0;3;0	0	0	2.80046262890159		
chr12	76604089	76604198	-	mmuCirc_002111	Sptb	CTO:ALT_DONOR:ALT_ACCEPTOR:CDS	1	110	NM_013675	0.0359829012851383	0.0170667097749	0.0555357632266056	0	0	0	0	0.0329821949908028	0	0.0573446200926087	2;1;3;0;0;0;0;1;0;2	0	0	-0.233865405698736		
chr12	77277361	77279032	+	mmuCirc_002112	Fut8	CTO:ANNOTATED:5UTR	2	184	NM_001252614:NM_016893:NR_045554	0	0	0	0	0	0	0.0878601673806477	0.0989465849724082	0.119332762790135	0	0;0;0;0;0;0;3;3;3;0	0	0	2.60126494939229		
chr12	77323845	77332329	+	mmuCirc_002113	Fut8	CTO:ANNOTATED:CDS:5UTR	2	527	NM_001252614:NM_016893:NR_045554	0	0.0341334195498	0.0370238421510704	0.0192294131873431	0	0.131004445472102	0	0	0.23866552558027	0.0573446200926087	0;2;2;1;0;4;0;0;6;2	0	0	0.928163083229271	rnoCirc_010588	
chr12	77331896	77365359	+	mmuCirc_002114	Fut8	CTO:ANNOTATED:CDS:5UTR	3	713	NM_001252614:NM_016893:NR_045554	0.0359829012851383	0	0	0	0	0	0.0878601673806477	0.0329821949908028	0.0397775875967117	0	2;0;0;0;0;0;3;1;1;0	0	0	0.982804076836682		
chr12	77364969	77365359	+	mmuCirc_002115	Fut8	CTO:ANNOTATED:CDS	2	279	NM_001252614:NM_016893:NR_045554	0.0179914506425692	0	0	0	0	0.0327511113680254	0.146433612301079	0.263857559926422	0.278443113176982	0.20070617032413	1;0;0;0;0;1;5;8;7;7	0	0	2.94418719689813		
chr12	77435820	77436468	+	mmuCirc_002116	Fut8	INTRONIC	1	649	NM_001252614:NM_016893:NR_045554:NM_001252615:NM_001252616	0	0	0	0	0	0.0327511113680254	0.0585734449204318	0.0329821949908028	0.0397775875967117	0.114689240185217	0;0;0;0;0;1;2;1;1;4	0	0	1.82198365853376		
chr12	77448473	77450276	+	mmuCirc_002117	Fut8	CTO:ANNOTATED:CDS	2	424	NM_001252614:NM_016893:NR_045554:NM_001252615:NM_001252616	0	0	0	0	0	0.0982533341040761	0.0585734449204318	0.0659643899816055	0.0795551751934235	0.0286723100463043	0;0;0;0;0;3;2;2;2;1	0	0	2.0480374981959		
chr12	78343352	78412433	+	mmuCirc_002118	Gphn	CTO:ANNOTATED:CDS	3	230	NM_145965:NM_172952	0	0	0.0185119210755352	0.0576882395620293	0	0.0655022227360508	0.0585734449204318	0.197893169944816	0.159110350386847	0.086016930138913	0;0;1;3;0;2;2;6;4;3	0	0	2.03631021385764		
chr12	78504617	78562898	+	mmuCirc_002119	Gphn	CTO:ANNOTATED:CDS	4	277	NM_145965:NM_172952	0	0	0	0	0	0	0.146433612301079	0	0.0397775875967117	0	0;0;0;0;0;0;5;0;1;0	0	0	2.31823979767099		
chr12	78504617	78590671	+	mmuCirc_002120	Gphn	CTO:ANNOTATED:CDS	5	415	NM_145965:NM_172952	0.143931605140553	0.0512001293247	0.0740476843021408	0.134605892311402	0.127587434438513	0.982533341040762	0.556447726744102	1.1873590196689	1.78999144185203	0.487429270787174	8;3;4;7;7;30;19;36;45;17	1	1	2.92859866575505	rnoCirc_010592	
chr12	78590534	78637579	+	mmuCirc_002121	Gphn	CTO:ANNOTATED:CDS	7	742	NM_145965:NM_172952	0	0.0341334195498	0	0	0	0.163755556840127	0	0.197893169944816	0.318220700773694	0.229378480370435	0;2;0;0;0;5;0;6;8;8	0	0	2.58578072929672		
chr12	78637458	78664564	+	mmuCirc_002122	Gphn	CTO:ANNOTATED:CDS	3	284	NM_145965:NM_172952	0	0	0	0	0	0	0	0.131928779963211	0	0	0;0;0;0;0;0;0;4;0;0	0	0	2.92532328123365		
chr12	78637458	78669888	+	mmuCirc_002123	Gphn	CTO:ANNOTATED:CDS	4	349	NM_145965:NM_172952	0.0359829012851383	0	0.0185119210755352	0	0	0.0655022227360508	0.0585734449204318	0.131928779963211	0	0	2;0;1;0;0;2;2;4;0;0	0	0	1.52167855819216		
chr12	78794245	78797390	+	mmuCirc_002124	Mpp5	CTO:ANNOTATED:CDS:5UTR	2	614	NM_019579	0	0	0	0.0384588263746862	0.0364535526967181	0	0	0	0	0.114689240185217	0;0;0;2;2;0;0;0;0;4	0	0	-0.146461270736434		hsaCirc_004986
chr12	78819204	78824872	+	mmuCirc_002125	Mpp5	CTO:ANNOTATED:CDS	3	424	NM_019579	0	0	0.0185119210755352	0.0192294131873431	0.018226776348359	0.0327511113680254	0	0.131928779963211	0.119332762790135	0.0286723100463043	0;0;1;1;1;1;0;4;3;1	0	0	1.38906606469636		
chr12	79263773	79264433	-	mmuCirc_002126	Zfyve26	CTO:ANNOTATED:CDS	2	300	NM_001008550	0.0179914506425692	0.0170667097749	0	0.0192294131873431	0	0.131004445472102	0.0878601673806477	0.0659643899816055	0.278443113176982	0.086016930138913	1;1;0;1;0;4;3;2;7;3	0	0	2.19384415153949		
chr12	80178302	80181508	-	mmuCirc_002127	Actn1	CTO:ANNOTATED:CDS	2	299	NM_134156	0.0359829012851383	0.0170667097749	0	0	0	0.0982533341040761	0	0.164910974954014	0.0397775875967117	0	2;1;0;0;0;3;0;5;1;0	0	0	1.24426556640711		
chr12	80348320	80376731	-	mmuCirc_002128	Dcaf5	CTO:ANNOTATED:CDS	3	409	NM_177267	0	0	0.0185119210755352	0	0.018226776348359	0.163755556840127	0.0292867224602159	0.131928779963211	0.198887937983559	0.114689240185217	0;0;1;0;1;5;1;4;5;4	0	0	2.35000658319127	rnoCirc_010596	
chr12	80348320	80404698	-	mmuCirc_002129	Dcaf5	CTO:ANNOTATED:CDS	7	860	NM_177267	0.0719658025702766	0	0	0.0192294131873431	0.0364535526967181	0.0327511113680254	0	0	0	0.0573446200926087	4;0;0;1;2;1;0;0;0;2	0	0	-0.439865063800822		
chr12	80364004	80376731	-	mmuCirc_002130	Dcaf5	CTO:ANNOTATED:CDS	2	281	NM_177267	0.0359829012851383	0	0.0370238421510704	0	0	0.196506668208152	0	0.164910974954014	0.159110350386847	0.114689240185217	2;0;2;0;0;6;0;5;4;4	0	0	2.39072162587891		
chr12	80364004	80404698	-	mmuCirc_002131	Dcaf5	CTO:ANNOTATED:CDS	6	732	NM_177267	0.0179914506425692	0	0	0	0	0.131004445472102	0	0.164910974954014	0.0795551751934235	0.0573446200926087	1;0;0;0;0;4;0;5;2;2	0	0	2.36660013135713		
chr12	80397653	80404698	-	mmuCirc_002132	Dcaf5	CTO:ANNOTATED:CDS	4	451	NM_177267	0.0539743519277075	0.0170667097749	0.0555357632266056	0.0576882395620293	0.0546803290450771	0.42576444778433	0.175720334761295	0.59367950983445	1.03421727751451	0.229378480370435	3;1;3;3;3;13;6;18;26;8	0	1	2.70318096642892	rnoCirc_010597	hsaCirc_004996
chr12	80868427	80870210	+	mmuCirc_002133	4933426M11Rik	CTO:ANNOTATED:CDS	2	334	NM_001242419:NM_178682	0	0	0	0	0	0	0.0585734449204318	0.0989465849724082	0	0.0286723100463043	0;0;0;0;0;0;2;3;0;1	0	0	1.94312833640686	rnoCirc_010605	hsaCirc_004999
chr12	81946931	81956263	+	mmuCirc_002134	Pcnx	CTO:ANNOTATED:CDS	5	554	NM_018814	0	0	0	0.0384588263746862	0.018226776348359	0.163755556840127	0.0292867224602159	0.197893169944816	0.23866552558027	0.086016930138913	0;0;0;2;1;5;1;6;6;3	0	0	2.31273966553726	rnoCirc_010619	
chr12	82234463	82240860	+	mmuCirc_002135	Sipa1l1	CTO:ALT_DONOR:5UTR	1	6398	NM_001167983	0	0	0	0.0384588263746862	0	0.0327511113680254	0	0.131928779963211	0.0795551751934235	0.0286723100463043	0;0;0;2;0;1;0;4;2;1	0	0	1.59392536664328		
chr12	82357233	82372542	+	mmuCirc_002136	Sipa1l1	CTO:ANNOTATED:CDS	3	495	NM_001167983:NM_172579	0.0179914506425692	0.0341334195498	0.0185119210755352	0	0.0546803290450771	0.229257779576178	0.205007057221511	0.461750729871238	0.477331051160541	0.315395410509348	1;2;1;0;3;7;7;14;12;11	0	0	3.04347557387512	rnoCirc_010625	
chr12	82384651	82387712	+	mmuCirc_002137	Sipa1l1	CTO:ANNOTATED:CDS	2	262	NM_001167983:NM_172579	0	0	0	0	0	0.0655022227360508	0.0585734449204318	0.230875364935619	0.0795551751934235	0.0573446200926087	0;0;0;0;0;2;2;7;2;2	0	0	2.39713998060852		
chr12	83091748	83116299	+	mmuCirc_002138	Rgs6	CTO:ANNOTATED:CDS	3	424	NM_015812:NM_001282061	0	0	0	0	0	0.163755556840127	0.146433612301079	0.0989465849724082	0.0397775875967117	0.0573446200926087	0;0;0;0;0;5;5;3;1;2	0	0	2.4719476919692	rnoCirc_010626	
chr12	83315392	83331990	-	mmuCirc_002139	Dpf3	CTO:ANNOTATED:CDS	3	303	NM_001267625:NM_001267626:NM_058212	0	0	0	0	0	0	0	0.0329821949908028	0.159110350386847	0	0;0;0;0;0;0;0;1;4;0	0	0	2.28414220943394	rnoCirc_010631	hsaCirc_005014
chr12	83315392	83370664	-	mmuCirc_002140	Dpf3	CTO:ANNOTATED:CDS	5	572	NM_001267625:NM_001267626:NM_058212	0.0359829012851383	0	0	0	0	0.0327511113680254	0.0292867224602159	0.0989465849724082	0	0	2;0;0;0;0;1;1;3;0;0	0	0	1.26255207521762		
chr12	83568849	83575136	-	mmuCirc_002141	Zfyve1	CTO:ANNOTATED:CDS	2	720	NM_183154	0	0	0.0185119210755352	0	0	0.196506668208152	0.0585734449204318	0.0329821949908028	0.119332762790135	0.086016930138913	0;0;1;0;0;6;2;1;3;3	0	0	2.21545385746011	rnoCirc_010667	
chr12	83568849	83595322	-	mmuCirc_002142	Zfyve1	CTO:ANNOTATED:CDS:5UTR	3	1645	NM_183154	0	0	0	0	0	0	0	0	0.198887937983559	0.0286723100463043	0;0;0;0;0;0;0;0;5;1	0	0	2.36761089943578		
chr12	83574632	83575136	-	mmuCirc_002143	Zfyve1	CTO:ANNOTATED:CDS	1	505	NM_183154	0	0	0.0370238421510704	0	0.0364535526967181	0.131004445472102	0.0878601673806477	0.0659643899816055	0.198887937983559	0.229378480370435	0;0;2;0;2;4;3;2;5;8	0	0	2.30702090952011	rnoCirc_010666	
chr12	83642629	83651444	+	mmuCirc_002144	Rbm25	CTO:ANNOTATED:CDS:5UTR	5	555	NM_027349	0	0	0	0	0	0	0	0	0.119332762790135	0	0;0;0;0;0;0;0;0;3;0	0	0	2.80046262890159		
chr12	83642629	83660678	+	mmuCirc_002145	Rbm25	CTO:ANNOTATED:CDS:5UTR	8	879	NM_027349	0	0	0	0	0	0.0982533341040761	0	0	0.0397775875967117	0	0;0;0;0;0;3;0;0;1;0	0	0	2.07170681577516		
chr12	83712304	83714905	+	mmuCirc_002146	Psen1	CTO:ANNOTATED:CDS	2	393	NM_008943	0	0	0.0370238421510704	0	0.018226776348359	0	0.0292867224602159	0.0989465849724082	0.198887937983559	0.086016930138913	0;0;2;0;1;0;1;3;5;3	0	0	1.82140887932948		hsaCirc_005024
chr12	83786555	83786877	+	mmuCirc_002147	Papln	CTO:ANNOTATED:CDS	2	237	NM_001205343:NM_130887	0.0179914506425692	0.0170667097749	0	0.0384588263746862	0.0546803290450771	0.294760002312228	0.0878601673806477	0.0989465849724082	1.03421727751451	0.143361550231522	1;1;0;2;3;9;3;3;26;5	0	0	2.49311790328449		
chr12	83808101	83811360	-	mmuCirc_002148	Numb	CTO:ANNOTATED:CDS	2	216	NM_001136075:NM_001272055:NM_010949:NM_001272056:NR_073563:NR_073564	0	0	0	0	0	0	0	0	0.119332762790135	0	0;0;0;0;0;0;0;0;3;0	0	0	2.80046262890159		
chr12	83831922	83855524	-	mmuCirc_002149	Numb	CTO:ANNOTATED:CDS:5UTR	3	301	NM_001272056:NR_073563:NR_073564	0	0	0.0185119210755352	0	0	0.0655022227360508	0.0292867224602159	0.395786339889633	0.119332762790135	0.0573446200926087	0;0;1;0;0;2;1;12;3;2	0	0	2.31627798204573	rnoCirc_010663	
chr12	84124475	84131387	+	mmuCirc_002150	Dnal1	CTO:ANNOTATED:CDS	3	222	NM_028821	0.0359829012851383	0	0	0	0	0.131004445472102	0	0.0329821949908028	0.23866552558027	0.0573446200926087	2;0;0;0;0;4;0;1;6;2	0	0	2.12033932559513	rnoCirc_010661	
chr12	84124475	84136637	+	mmuCirc_002151	Dnal1	CTO:ANNOTATED:CDS	5	490	NM_028821	0.0179914506425692	0.0170667097749	0	0	0	0	0	0.0329821949908028	0.23866552558027	0.086016930138913	1;1;0;0;0;0;0;1;6;3	0	0	1.13778948046127		
chr12	84292284	84295335	+	mmuCirc_002152	Ptgr2	CTO:ANNOTATED:CDS:5UTR	2	204	NM_001252625:NM_001252626:NM_029880	0	0	0.0185119210755352	0.0192294131873431	0	0.0982533341040761	0.0878601673806477	0.164910974954014	0.159110350386847	0.143361550231522	0;0;1;1;0;3;3;5;4;5	0	0	2.49583813880316		
chr12	84292284	84298202	+	mmuCirc_002153	Ptgr2	CTO:ANNOTATED:CDS:5UTR	4	525	NM_001252625:NM_001252626:NM_029880	0.0179914506425692	0	0.0185119210755352	0.0384588263746862	0.018226776348359	1.01528445240879	0.292867224602159	0.824554874770069	0.795551751934235	0.344067720555652	1;0;1;2;1;31;10;25;20;12	0	0	4.04886728826569		
chr12	84295217	84308432	+	mmuCirc_002154	Ptgr2	CTO:ANNOTATED:CDS:5UTR	7	1031	NM_001252625:NM_001252626:NM_029880	0	0	0	0	0.0364535526967181	0.0655022227360508	0.0292867224602159	0.296839754917225	0.0397775875967117	0	0;0;0;0;2;2;1;9;1;0	0	0	1.49307654679778		
chr12	84298011	84308432	+	mmuCirc_002155	Ptgr2	CTO:ANNOTATED:CDS	5	783	NM_001252625:NM_001252626:NM_029880	0.107948703855415	0.1024002586494	0.129583447528746	0.0384588263746862	0.18226776348359	1.47380001156114	0.99574856364734	1.74805633451255	1.98887937983559	0.573446200926087	6;6;7;2;10;45;34;53;50;20	1	0	3.36340665876982		
chr12	84305926	84307897	+	mmuCirc_002156	Ptgr2	CTO:ANNOTATED:CDS	2	332	NM_001252625:NM_001252626:NM_029880	0	0	0	0	0	0.0327511113680254	0.0585734449204318	0.0659643899816055	0.159110350386847	0	0;0;0;0;0;1;2;2;4;0	0	0	2.15993981687889		
chr12	84305926	84308432	+	mmuCirc_002157	Ptgr2	CTO:ANNOTATED:CDS	3	420	NM_001252625:NM_001252626:NM_029880	0	0	0.0185119210755352	0.0576882395620293	0.0364535526967181	0.163755556840127	0.0878601673806477	0.329821949908027	0.437553463563829	0.0573446200926087	0;0;1;3;2;5;3;10;11;2	0	0	2.36529176758328		
chr12	84325571	84333024	+	mmuCirc_002158	Zfp410	CTO:ANNOTATED:CDS	5	834	NM_001252582:NM_001252583:NM_144833:NR_045546:NR_045615	0	0.0170667097749	0	0	0	0.0655022227360508	0	0.0659643899816055	0.119332762790135	0	0;1;0;0;0;2;0;2;3;0	0	0	1.52750991333866		
chr12	84419974	84430333	+	mmuCirc_002159	Ccdc176	CTO:ANNOTATED:CDS	7	1083	NM_028377	0	0	0	0	0.018226776348359	0.131004445472102	0.0585734449204318	0.0329821949908028	0.198887937983559	0.086016930138913	0;0;0;0;1;4;2;1;5;3	0	0	2.24396566377503		
chr12	84608570	84609473	-	mmuCirc_002160	Abcd4	CTO:ANNOTATED:CDS	4	399	NM_008992	0	0.0170667097749	0.0370238421510704	0	0	0	0.0292867224602159	0.0989465849724082	0.0397775875967117	0	0;1;2;0;0;0;1;3;1;0	0	0	1.01711878674142		
chr12	84930118	84935123	-	mmuCirc_002161	Arel1	CTO:ANNOTATED:CDS	6	941	NM_178065	0.0179914506425692	0	0	0.0192294131873431	0	0	0	0.0659643899816055	0.119332762790135	0	1;0;0;1;0;0;0;2;3;0	0	0	1.00219707773483		
chr12	84934152	84935123	-	mmuCirc_002162	Arel1	CTO:ANNOTATED:CDS	3	599	NM_178065	0	0	0	0	0	0	0	0	0.119332762790135	0	0;0;0;0;0;0;0;0;3;0	0	0	2.80046262890159		
chr12	84934152	84951381	-	mmuCirc_002163	Arel1	CTO:ANNOTATED:CDS:5UTR	7	1454	NM_178065	0	0	0	0.0384588263746862	0.018226776348359	0.0327511113680254	0	0.230875364935619	0.198887937983559	0.172033860277826	0;0;0;2;1;1;0;7;5;6	0	0	2.32037633661493		
chr12	85040573	85044524	+	mmuCirc_002164	Ylpm1	CTO:ANNOTATED:CDS	5	978	NM_178363	0	0	0.0555357632266056	0.0192294131873431	0	0.0982533341040761	0.0585734449204318	0.0329821949908028	0.119332762790135	0	0;0;3;1;0;3;2;1;3;0	0	0	1.46368134793164		
chr12	85049692	85050372	+	mmuCirc_002165	Ylpm1	CTO:ANNOTATED:CDS	3	345	NM_178363	0.0359829012851383	0.0170667097749	0.0185119210755352	0	0.0364535526967181	0.0655022227360508	0.175720334761295	0.131928779963211	0.159110350386847	0.172033860277826	2;1;1;0;2;2;6;4;4;6	0	0	1.98411855829889		
